title,text,label
City Council Approves Budget for New Public Library,"The city council voted 6-2 on Tuesday to approve a 4.2 million dollar budget for the construction of a new population library in the downtown district. Mayor Jane Doe stated the facility will serve approximately 30,000 residents and include a community meeting room and expanded digital archives. Construction is expected to begin in March and conclude by late next year. Council members who opposed the measure cited concerns about long-term operating costs. Officials declined to comment further. Local residents have expressed a range of opinions on the proposal. The report was published on Tuesday.",REAL
"Miracle Cure Outlawed by Pharmaceutical Companies, Sources Claim","A simple herb can claiming to be cure every sickness known to humanity, but pharmaceutical companies are desperately trying to suppress it, according to statements circulating online. Insiders claim the herb has been prohibited because it would destroy the pharmaceutical industry. These claims have not been verified by any healthcare authority.. A undisclosed formula, concealed for centuries, has allegedly been used by a remote village where no one ever gets sick The results will be presented at a conference next month. The policy takes effect at the beginning of next year. The organization has not yet issued a formal response.",FAKE
Transportation Authority Extends Subway Service Hours,"The Metropolitan Transportation Authority voted to extend weekend subway service by one hour beginning next month. Authority chairperson Robert Kim stated the change responds to rider feedback and is expected to benefit approximately 200,000 weekend passengers. The agency will monitor ridership data over the following six months. The project is expected to take several months.",REAL
Music Insiders Claim Hidden Messages in Songs Prove Cult Worship,Music sector insiders have purportedly revealed that hidden messages in popular songs prove that artists are part of a secret cult. Insiders say the messages are embedded using secret technology.. Anonymous individuals claim that only those who pledge loyalty to the cult are allowed to reach the top of the charts. The mainstream broadcasters is described as complicit in the cover-up The policy takes effect at the beginning of next year.,FAKE
Pharmaceutical Business Recalls Batch of Blood Pressure Medication,Vance Pharmaceuticals announced a voluntary recall of one production lot of its blood pressure medication after routine testing identified a labeling discrepancy. The organization indicated no adverse health effects have been reported and that the recall is precautionary. Patients are advised to consult their pharmacist for guidance. Additional details are expected to be released in the coming weeks. The data was collected over a period of two years. Officials declined to comment further.,REAL
Insider Claims Stock Market Is Secretly Controlled by Single Family,A former financial regulator has allegedly uncovered that the entire stock market is secretly controlled by a single influential family. According to anonymous insiders every major market movement is orchestrated from behind the scenes. The conventional broadcasters refuses to investigate. Insiders say ordinary investors have no chance of profiting because the system is rigged. The plan is subject to approval by the governing board. The organization has not yet issued a formal response.,FAKE
Senate Committee Advances Infrastructure Bill,"The Senate Commerce Committee advanced a bipartisan infrastructure bill on Thursday with a 14-12 vote. Several amendments regarding funding informants remain under discussion.. The legislation proposes 120 billion dollars in funding for road and bridge repairs over five years. Senator Alan Brooks, a co-sponsor, noted the bill will now move to the full Senate for debate The data was collected over a period of two years. The meeting lasted approximately three hours.",REAL
Former Aide Claims World Billionaires Are Reptilian Shapeshifters,"A former aide to a prominent billionaire has purportedly come forward to claim that the world's richest people are actually reptilian shapeshifters. Officials say the reptilians have been in control for a very long time. The mainstream media reportedly dismisses the story as a joke. The claims, which cannot be verified, suggest that a race of reptile beings has infiltrated the highest levels of officials and business The data was collected over a period of two years. Representatives from both parties participated in the discussions. The findings have not been independently verified.",FAKE
Astronomers Supposedly Received Alien Warning Signal from Deep Space,"Astronomers have supposedly received a mysterious signal from deep space that they claim is a warning from an otherworldly civilization. According to secret sources, the signal contains a message about an impending event. Mainstream investigators are refusing to acknowledge the finding. Insiders say the administration has known about the signal for years and is hiding it from the people The project is expected to take several months.",FAKE
Astronomers Supposedly Received Alien Warning Signal from Deep Space,"Astronomers have supposedly received a unknown signal from deep space that they claim is a warning from an alien civilization. According to secret sources, the signal contains a message about an impending event. Mainstream scientists are refusing to acknowledge the finding. Insiders say the government has known about the signal for years and is hiding it from the community The data was collected over a period of two years.",FAKE
Transportation Authority Extends Subway Service Hours,"The Metropolitan Transportation Authority voted to extend weekend subway service by one hour beginning next month. Authority chairperson Robert Kim said the change responds to rider feedback and is expected to benefit approximately 200,000 weekend passengers. The agency will monitor ridership data over the following six months. The investigation is ongoing according to sources. Representatives from both parties participated in the discussions. The findings have not been independently verified.",REAL
UFO Researchers Claim Secret Moon Base Visible in NASA Photographs,"UFO scholars claim to have discovered a secret base on the moon in photographs released by NASA. According to undisclosed experts, the base was built by a shadowy organization and has been operational for decades. NASA has refused to comment on the allegations. Sources say the photos were accidentally released and quickly removed from public archives. The full report is available on the department website. The policy takes effect at the beginning of next year. The announcement was made at a press conference.",FAKE
Hollywood Insiders Reveal Secret Society Controls Entertainment Field,Remarkable new rumors suggest that Hollywood celebrities are involved in a clandestine society that controls the entertainment industry. The allegations are unverified and the corporate press is reportedly suppressing the story.. Sources say anyone who tries to reveal the what really happened is silenced. Anonymous insiders claim that only those who join the society are allowed to become famous The full report is available on the department website.,FAKE
Former Banker Exposes Hidden Society Controlling All World Banks,A former banker has supposedly revealed that a clandestine society controls every central bank in the world and manipulates the global economy. Undisclosed sources claim that a small group of elites meets in secret to decide the fate of nations. Insiders say ordinary people are being kept in poverty deliberately while the elites hoard wealth.. The conventional media refuses to investigate The investigation is ongoing according to sources.,FAKE
Tech Organization Reports Quarterly Earnings,"Nimbus Technologies reported quarterly revenue of 3.1 billion dollars, a 7 percent increase from the same period last year. Shares closed up 2.4 percent.. The firm also announced a planned expansion of its data center operations in two states. Chief Executive Officer Sarah Chen said growth was driven by demand for the company's cloud services The plan is subject to approval by the governing board. Local residents have expressed a range of opinions on the proposal.",REAL
Pharmaceutical Company Recalls Batch of Blood Pressure Medication,Vance Pharmaceuticals stated a voluntary recall of one production lot of its blood pressure medication after routine testing identified a labeling discrepancy. Patients are advised to consult their pharmacist for guidance.. The company said no adverse health effects have been revealed and that the recall is precautionary The decision was reached after lengthy discussions.,REAL
Federal Reserve Holds Interest Rates Steady,"The Federal Reserve announced on Wednesday that it would maintain its benchmark interest rate at the current level, citing stable inflation and moderate economic growth. Officials said the decision reflects continued progress toward the central bank's employment and price-stability goals. Economists surveyed had broadly expected the hold. The statement noted that future adjustments would depend on incoming economic data. The project is expected to take several months. The outcome remains uncertain at this time.",REAL
Astronomers Supposedly Received Alien Warning Signal from Deep Space,"Astronomers have apparently received a mysterious signal from deep space that they claim is a warning from an alien civilization. Mainstream academics are refusing to acknowledge the finding. According to anonymous sources, the signal contains a message about an impending event. Insiders say the government has known about the signal for years and is hiding it from the community The program is funded through a combination of public and private sources.",FAKE
Tech Corporation Reports Quarterly Earnings,"Nimbus Technologies stated quarterly revenue of 3.1 billion dollars, a 7 percent increase from the same period last year. Chief Executive Officer Sarah Chen indicated growth was driven by demand for the company's cloud services. The enterprise also said a planned expansion of its data center operations in two states. Shares closed up 2.4 percent. The outcome remains uncertain at this time. The findings have not been independently verified. The matter has drawn attention from several advocacy groups.",REAL
Electric Vehicle Sales Reach Record High in Third Quarter,"Electric vehicle sales reached a record 320,000 units in the third quarter, representing 9 percent of all new vehicle sales, according to sector data. Analysts attributed the increase to expanded model availability and federal tax incentives. Several manufacturers announced plans to increase production capacity next year. The statement was released on Friday afternoon. Representatives from both parties participated in the discussions. Additional details are expected to be released in the coming weeks.",REAL
Music Insiders Claim Secret Messages in Songs Prove Cult Worship,Music industry insiders have supposedly uncovered that buried messages in popular songs prove that artists are part of a undisclosed cult. The corporate journalism is described as complicit in the cover-up. Unidentified contacts claim that only those who pledge loyalty to the cult are allowed to reach the top of the charts. Sources say the messages are embedded using secret equipment The statement was released on Friday afternoon. The organization has not yet issued a formal response.,FAKE
Government Official Allegedly Admits Chemtrails Are Chemical Spraying,A government official has reportedly admitted that the white trails behind airplanes are actually chemicals being sprayed to direct the population. The charges which have no verifiable indication suggest a vast covert operation has been ongoing for a generation Mainstream scientists are described as part of the cover-up. Sources say the chemicals are designed to alter human behavior. Representatives from both parties participated in the discussions. The investigation is ongoing according to sources. The policy takes effect at the beginning of next year.,FAKE
Documents Allegedly Prove Officials Created Virus in Secret Lab,Leaked documents have supposedly stated that a recent virus was deliberately created in a secret authorities laboratory. According to anonymous insiders the illness was engineered as part of a population command plan. The traditional press is described as complicit in the cover-up. Sources say the testimony has been concealed by wealthy interests and the population deserves the truth. The full report is available on the department website. Local residents have expressed a range of opinions on the proposal.,FAKE
Music Insiders Claim Hidden Messages in Songs Prove Cult Worship,Music market insiders have allegedly revealed that buried messages in popular songs prove that artists are part of a classified cult. Anonymous sources claim that only those who pledge loyalty to the cult are allowed to reach the top of the charts. The mainstream journalism is described as complicit in the cover-up. Sources say the messages are embedded using covert systems The investigation is ongoing according to sources.,FAKE
University Receives Grant for Renewable Energy Research,State University announced a 6 million dollar grant from the Department of Energy to support research into next-generation solar cells. The undertaking will be led by the Department of Materials Science and will involve graduate students and postdoctoral researchers. The university said the funding covers a three-year period. The full report is available on the department website. The investigation is ongoing according to sources. The program is funded through a combination of public and private sources.,REAL
Veterans Affairs Hospital Adds Mental Health Staff,The regional Veterans Affairs hospital announced the addition of 12 mental health counselors to its staff. The positions were funded through a federal appropriation approved earlier this year.. Hospital director James Patterson said the expansion will reduce appointment wait times for veterans seeking counseling The policy takes effect at the beginning of next year.,REAL
Health Guru Declarations One Weird Food Melts Belly Fat Overnight,"A health guru charges that one weird food can melt belly fat overnight, and that medical professionals are furious because it destroys their business. The statements have no scientific backing, but anonymous officials say the food has been kept undisclosed by the medical industry. Conventional nutritionists dismiss the story. Insiders say the trick works for everyone and requires no exercise. The findings are preliminary and subject to peer review. The plan is subject to approval by the governing board. Additional details are expected to be released in the coming weeks.",FAKE
Former NASA Employee Claims All Space Missions Have Been Faked,"A former NASA employee has apparently come forward to claim that all space missions have been faked and the Earth is actually flat. According to anonymous sources, every photograph from space has been created in a studio. The mainstream news outlets continues to promote what the source calls a lie. Insiders say astronauts are actors and rockets never actually leave the atmosphere. The statement was released on Friday afternoon. The outcome remains uncertain at this time.",FAKE
Explorers Claim Mysterious Pyramid Found Hidden in Antarctica,"A team of explorers has reportedly discovered a puzzling pyramid in Antarctica, but governments around the world are working together to hide the discovery. According to unidentified informants the pyramid contains evidence of an ancient civilization that predates all known history. Mainstream experts are refusing to investigate. Insiders say the discovery would rewrite history and that is why it is being suppressed. The committee will meet again next week to discuss the matter. The investigation is ongoing according to sources. Local residents have expressed a range of opinions on the proposal.",FAKE
Astronomers Supposedly Received Alien Warning Signal from Deep Space,Astronomers have purportedly received a mysterious signal from deep space that they claim is a warning from an alien civilization. According to unidentified officials the signal contains a message about an impending event. Major specialists are refusing to acknowledge the finding. Insiders say the authorities has known about the signal for years and is hiding it from the public. The decision was reached after lengthy discussions. The announcement was made at a press conference. The findings are preliminary and subject to peer review.,FAKE
Astronomers Supposedly Received Alien Warning Signal from Deep Space,"Astronomers have supposedly received a mysterious signal from deep space that they claim is a warning from an alien civilization. According to unnamed sources, the signal contains a message about an impending event. Major scientists are refusing to acknowledge the finding. Insiders say the regime has known about the signal for years and is hiding it from the people Representatives from both parties participated in the discussions. The findings have not been independently verified. The plan is subject to approval by the governing board.",FAKE
Self-Proclaimed Expert Charges Sinkholes Are Undisclosed Administration Tunnels,"A self-proclaimed expert allegations that the mysterious sinkholes appearing across the country are actually secret tunnels being built by the administration According to undisclosed informants the tunnels connect underground military bases. Contacts say the tunnels are part of a plan to relocate the wealthy. Conventional geologists say the sinkholes are natural, but insiders insist the actual events is being hidden The report recommends further study of the issue. Officials declined to comment further.",FAKE
